"Mean","Median","SD","lcl","ucl","Rhat","parameter","Year","demographic"
7462.01733829834,7510.30771422805,246.031586799503,6808,7763.74842828723,1.01315429445189,"Ntot.f[2,18]",2038,"pop.size"
1203.2318,1203,135.362655100103,937,1468,1.00230703697124,"Ntot.f[3,18]",2038,"pop.size"
5012.11652365671,5068.88494139524,206.553077528429,4366,5204.86982132658,1.00801012131703,"Ntot.f[1,19]",2039,"pop.size"
7513.31289161615,7551.40188989803,216.646987799929,6994,7791.74979020001,1.01421795020257,"Ntot.f[2,19]",2039,"pop.size"
1127.95554666667,1128,131.983853035706,868,1386,1.00221253810373,"Ntot.f[3,19]",2039,"pop.size"
5026.62823362547,5076.30296576501,195.337329916457,4409,5208.86146579623,1.00831820742714,"Ntot.f[1,20]",2040,"pop.size"
7552.48887313058,7583.52401326129,193.748454460436,7109.80514760548,7814.15893157734,1.01494381848225,"Ntot.f[2,20]",2040,"pop.size"
1057.43590666667,1057,128.525792500598,805,1309.02499999999,1.00216670516224,"Ntot.f[3,20]",2040,"pop.size"
5038.54451092596,5082.34738480921,185.32273891577,4454,5212.85557123418,1.00852190912465,"Ntot.f[1,21]",2041,"pop.size"
7582.42541603265,7608.52282863202,176.44329313982,7183.99431265563,7831.87783146924,1.01522269811559,"Ntot.f[2,21]",2041,"pop.size"
991.32664,991,125.04284971323,746,1238,1.00207934166115,"Ntot.f[3,21]",2041,"pop.size"
5048.36485167618,5087.63822596059,176.265354206301,4500,5214.90848980089,1.00873846409365,"Ntot.f[1,22]",2042,"pop.size"
7605.34612766299,7627.58021566271,163.466285612535,7237.50615570946,7846.98411923253,1.01502988180566,"Ntot.f[2,22]",2042,"pop.size"
929.381746666667,929,121.566552714939,692,1169,1.00200829850412,"Ntot.f[3,22]",2042,"pop.size"
5056.5430852499,5091.45615387382,168.064109095634,4545,5217.15225290378,1.00893452540184,"Ntot.f[1,23]",2043,"pop.size"
7622.80456423599,7642.43307687556,153.841681139842,7277.42702087958,7856.89893117608,1.01407153998517,"Ntot.f[2,23]",2043,"pop.size"
871.37466,871,118.095444564039,641,1105,1.00194788695183,"Ntot.f[3,23]",2043,"pop.size"
5063.14254212976,5094.49898232675,160.778100054377,4590,5219.03504124491,1.00915170024328,"Ntot.f[1,24]",2044,"pop.size"
7636.234617264,7654.06529924318,146.500101747214,7307.45323678412,7865.66521834289,1.01371349028264,"Ntot.f[2,24]",2044,"pop.size"
817.01006,816,114.636811522827,594,1044,1.00187080404728,"Ntot.f[3,24]",2044,"pop.size"
5068.65027648217,5096.94950123275,154.458078586966,4634.975,5220.3354417909,1.00920965569819,"Ntot.f[1,25]",2045,"pop.size"
7646.21151874303,7662.42053521498,141.396147679943,7327.78022667939,7872.80097513644,1.01258835682955,"Ntot.f[2,25]",2045,"pop.size"
766.00902,765,111.131928358489,550,987,1.00180155953438,"Ntot.f[3,25]",2045,"pop.size"
5073.13329313249,5098.9779197041,148.655139662882,4681,5221.49349618703,1.00936572558485,"Ntot.f[1,26]",2046,"pop.size"
7654.1903535784,7669.54552846221,137.483754585632,7343.72087171194,7878.00793975732,1.01189251370451,"Ntot.f[2,26]",2046,"pop.size"
718.199853333333,717,107.663646549723,510,933,1.0017176192041,"Ntot.f[3,26]",2046,"pop.size"
5077.00090407998,5100.75758789977,143.519047529613,4726,5222.47146087012,1.00958241956586,"Ntot.f[1,27]",2047,"pop.size"
7660.22058585595,7674.31006822359,134.721275397842,7355.39161061959,7882.20508931054,1.01135484456987,"Ntot.f[2,27]",2047,"pop.size"
673.4263,672,104.221448571678,473,882,1.00168304321603,"Ntot.f[3,27]",2047,"pop.size"
5080.09595127622,5101.99561145936,138.98265804222,4769,5223.57775645731,1.00953475973642,"Ntot.f[1,28]",2048,"pop.size"
7664.78111711223,7678.39161118312,132.614056677783,7366.08866621959,7885.58269536365,1.01078907698414,"Ntot.f[2,28]",2048,"pop.size"
631.395873333333,630,100.804875387007,438,834,1.00164701339898,"Ntot.f[3,28]",2048,"pop.size"
5082.49386838067,5102.76704121241,134.883869899521,4809,5223.51270017649,1.00970411910664,"Ntot.f[1,29]",2049,"pop.size"
7668.36877002838,7681.49568760391,130.824017353621,7374.33963848145,7887.24397242294,1.01016200966252,"Ntot.f[2,29]",2049,"pop.size"
592.073753333333,590,97.4209377873837,406,788,1.00159883416614,"Ntot.f[3,29]",2049,"pop.size"
5084.59093073986,5103.45833981746,131.131951580546,4840.8614169491,5224.06427667621,1.00974137186658,"Ntot.f[1,30]",2050,"pop.size"
7671.01052405212,7684.02481500326,129.687785774158,7379.63656892854,7889.63501014549,1.00977235747364,"Ntot.f[2,30]",2050,"pop.size"
555.203346666667,553,94.074467932785,376,745,1.00155707725038,"Ntot.f[3,30]",2050,"pop.size"
